Patient,Session,File,Motion Mean,Motion Std,Motion Max,Motion Min,Motion P10,Motion P50,Motion P90,Jacobian Mean,Jacobian Std,Jacobian Min,Jacobian Max,JAC0%,JAC2%,μHE,QA_JAC0,QA_JAC2,QA_HE,QA_Passed
pt011,MR1,002_to_001_warp.nii.gz,0.33558051855266396,0.4493392938759137,9.250774546634904,0.0007174260530162807,0.06529513840336952,0.19334628867097142,0.7303961896384915,0.9981809081192792,0.23412140543452697,-1.5868999240399733,13.11366469491262,0.009140625,0.52,0.14573948167828202,True,True,True,True
pt011,MR1,003_to_002_warp.nii.gz,0.3117670600681342,0.4340071484924914,9.998161580754267,0.0007756196470834466,0.058143794418605,0.17476693832921442,0.686183296466771,0.9985157066436942,0.2096710151438732,-0.4097787459644684,8.259198290249193,0.00578125,0.455546875,0.12773696420725647,True,True,True,True
pt011,MR1,004_to_003_warp.nii.gz,0.3070825315318995,0.4374826874787218,10.08707665776825,0.0008094590446878115,0.057423764949827115,0.1720745540472797,0.6623607614298592,0.9980729733361031,0.22341307995343396,-0.7718821831644566,12.557617862257013,0.008515625,0.47359375,0.1287923918381734,True,True,True,True
pt011,MR1,005_to_004_warp.nii.gz,0.3755491419575312,0.5326302977080819,11.03285876683691,0.0008301671991349714,0.06149896944832849,0.19923780228857157,0.8619768219124897,0.9982963111441925,0.25810306232555635,-2.433749027392977,16.75031726525343,0.021875,0.609609375,0.17252186743284786,True,True,True,True
pt011,MR1,006_to_005_warp.nii.gz,0.29935826394619897,0.42277596357608394,10.22423541208785,0.0007561620505201488,0.057855195553122095,0.1738310207230704,0.6284555754783723,0.9978331806153133,0.20974875556516448,-0.6496482152382728,12.408135717472813,0.01078125,0.375,0.12343927001337704,True,True,True,True
pt011,MR1,007_to_006_warp.nii.gz,0.3246230139819286,0.4415962845056876,10.086484799332368,0.000940507357372241,0.05975778034699003,0.18598152405687057,0.7191410995793229,0.9980840679286673,0.22919101679834275,-0.9850978348990801,21.270915398806654,0.0084375,0.402890625,0.13081143285703664,True,True,True,True
pt011,MR1,008_to_007_warp.nii.gz,0.3253186527582847,0.443178760436223,10.039855470152336,0.001259786976006574,0.0582728532911245,0.1869982596435683,0.7041316189576482,0.9977961359684475,0.2083176025699706,-0.22714312739588233,9.29155877141939,0.002578125,0.416015625,0.12265860252822144,True,True,True,True
pt011,MR1,009_to_008_warp.nii.gz,0.3311637158777452,0.4857095104645142,8.24427535339273,0.000865787381200327,0.05915369495510691,0.17732005795946118,0.7254959185894145,0.9982431771512769,0.2396287140594789,-0.776111802428703,12.520864792348416,0.01390625,0.616328125,0.1536789570522254,True,True,True,True
pt011,MR1,010_to_009_warp.nii.gz,0.32384222356083353,0.44921226746038195,9.008730208072818,0.0010832981995556252,0.05821471224523755,0.17991767788680113,0.7184332054944218,0.997954638935946,0.23011078451888925,-0.6187330719445822,17.438528421631716,0.0096875,0.501796875,0.13904061425639602,True,True,True,True
pt011,MR1,011_to_010_warp.nii.gz,0.3574865113714907,0.5060668390223291,12.388686489852049,0.001501685336311964,0.06075706356464661,0.19737113562535225,0.7854646754859314,0.9979757538889277,0.237504768663964,-0.567027843151495,17.63876573672603,0.010625,0.498046875,0.15210072083899623,True,True,True,True
pt011,MR1,012_to_011_warp.nii.gz,0.32071081315530664,0.44422279669973114,8.108569535591167,0.0009584197479544938,0.058425279765763595,0.17875971936556526,0.698012582051607,0.9978750603849894,0.23091220399098286,-0.43123721483418664,13.2964861359937,0.003359375,0.544609375,0.13726744582525938,True,True,True,True
pt011,MR1,013_to_012_warp.nii.gz,0.3832167470602595,0.5032698489639021,10.156132518173028,0.0010885996948856926,0.06183323576943994,0.20744084943515406,0.9064215243244591,0.9978802884613782,0.23838993670044392,-0.35185098644713747,13.296977188101359,0.0053125,0.495078125,0.15406983215553727,True,True,True,True
pt011,MR1,014_to_013_warp.nii.gz,0.42122053916606267,0.5466959063640131,8.395671444139278,0.0005701646523965543,0.06215006451727795,0.2151396500635488,1.0777265879573068,0.9971715831480323,0.23616969374746652,-0.37657894443493767,11.098311059926342,0.00765625,0.54296875,0.16257876478674887,True,True,True,True
pt011,MR1,015_to_014_warp.nii.gz,0.3216550581405337,0.4497616985632747,8.817067342297987,0.000858078297393149,0.058812626178739315,0.17831293623124939,0.7078150052393168,0.9977406991473783,0.24613772316687205,-0.43824264061946194,20.324818967668175,0.00609375,0.51984375,0.13735252136415793,True,True,True,True
pt011,MR1,016_to_015_warp.nii.gz,0.3347276386250208,0.4408016563954862,8.672875226340773,0.0006398656535677005,0.059710809756952005,0.18964512050284002,0.7557844069624006,0.9979359569064249,0.23263239565851576,-0.4786320013632494,14.06872515820588,0.0021875,0.50765625,0.14269779676473157,True,True,True,True
pt011,MR1,017_to_016_warp.nii.gz,0.37518072892648535,0.49659723112518894,7.282994619016764,0.0006292512296395365,0.062454188657607705,0.2042745220144842,0.8646582918103674,0.9986154323104868,0.2685007254701216,-0.9172967164352704,17.12693671595447,0.013828125,0.745859375,0.17619001623887137,True,True,True,True
pt011,MR1,018_to_017_warp.nii.gz,0.3578911950208604,0.5035632060306691,7.746431496258623,0.0006168366721177978,0.05967231831272003,0.18812745456050456,0.8236045814205643,0.9987598095058337,0.2640323434340433,-1.0423323813763314,12.60021360248307,0.0203125,0.718359375,0.17908652486469595,True,True,True,True
pt011,MR1,019_to_018_warp.nii.gz,0.4733119246202642,0.6203725116750981,8.805186884903035,0.0010542266605408893,0.06416889891883698,0.2261360881104886,1.2572639808705197,0.9985181981836037,0.3139319936391243,-0.8575064120579229,25.566327503370175,0.018828125,1.0325,0.22509972260208255,True,True,True,True
